quarter,MSFT,AMZN,GOOGL,META,ORCL
2023Q1,2.45,0.31,1.17,2.2,
2023Q2,2.69,0.65,1.44,2.98,1.19
2023Q3,2.99,0.94,1.55,4.39,0.86
2023Q4,2.93,1.01,1.64,5.31,0.89
2024Q1,2.94,0.98,1.89,4.71,0.85
2024Q2,2.95,1.26,1.89,5.16,1.11
2024Q3,3.3,1.43,2.12,6.03,1.03
2024Q4,3.23,1.86,2.14,7.98,1.1
2025Q1,3.46,1.59,2.81,6.43,1.02
2025Q2,3.65,1.68,2.31,7.14,1.19
2025Q3,3.72,1.95,2.87,1.05,1.01
2025Q4,5.16,1.95,2.82,8.87,2.1
2026Q1,4.27,2.78,5.11,10.44,1.27
