quarter,MSFT,AMZN,GOOGL,META,ORCL
2023Q1,2.46,0.31,1.18,2.21,
2023Q2,2.7,0.66,1.45,3.03,1.23
2023Q3,3.0,0.96,1.56,4.5,0.89
2023Q4,2.94,1.02,1.65,5.46,0.91
2024Q1,2.95,1.0,1.91,4.86,0.87
2024Q2,2.96,1.29,1.91,5.31,1.14
2024Q3,3.32,1.46,2.14,6.2,1.06
2024Q4,3.24,1.9,2.17,8.24,1.13
2025Q1,3.47,1.62,2.84,6.59,1.05
2025Q2,3.66,1.71,2.33,7.28,1.22
2025Q3,3.73,1.98,2.89,1.08,1.04
2025Q4,5.18,1.98,2.85,9.02,2.14
2026Q1,4.28,2.82,5.17,10.57,1.29
